algorithm,n,input,output,frequency_used_hz,frequency_next_hz,tracker_calls,state_used,state_next,residual_ratio
0,3549,0.370225012,0.0830659494,50,50,0,3,3,0
0,3599,-0.305603296,0.00604125019,50,50,0,3,3,0
0,3649,0.212944254,-0.0927652791,50,50,0,3,3,0
0,3699,-0.16081506,0.108695671,50,50,0,3,3,0
0,3749,-0.0140798604,-0.222242162,50,50,0,3,3,0
0,3799,0.199083522,0.325541288,50,50,0,3,3,0
0,3849,-0.376262188,-0.408853143,50,50,0,3,3,0
0,3899,0.512292862,0.446694285,50,50,0,3,3,0
0,3949,-0.533097506,-0.374652445,50,50,0,3,3,0
0,3998,0.405395806,0.117860809,50,50,0,3,3,0
0,3999,0.47377488,0.238409951,50,50,0,3,3,0
0,4000,0.493342757,0.332084239,50,50,0,3,3,0
0,4001,0.445739955,0.373676628,50,50,0,3,3,0
0,4049,-0.418611228,-0.122446418,50,50,0,3,3,0
0,4099,0.363061756,0.0269025601,50,50,0,3,3,0
0,4149,-0.349805474,0.000940173864,50,50,0,3,3,0
0,4199,0.304439217,-0.0335474163,50,50,0,3,3,0
0,4201,-0.0411706343,-0.1725678,50,50,0,3,3,0
1,0,0.489174962,0.489174962,50,50,0,3,3,0
1,1,0.446693033,0.409474432,50,50,0,3,3,0
1,2,0.403174192,0.340359569,50,50,0,3,3,0
1,49,-0.379675508,0.0337024033,50,50,0,3,3,0.111139446
1,99,0.295951217,-0.0939310193,50,50,0,3,3,0.251654685
1,149,-0.221480265,0.0550839752,50,50,0,3,3,0.206395075
1,199,0.129248306,-0.0070413202,50,50,0,3,3,0.161445215
1,249,0.0145589989,0.00455373339,50,50,0,3,3,0.174691245
1,299,-0.15260306,-0.00517651439,50,50,0,3,3,0.180033877
1,349,0.404694825,0.128544658,50,50,0,3,3,0.143313557
1,399,-0.538025737,-0.144078374,50,50,0,3,3,0.133510262
1,449,0.548389733,0.0715884566,50,50,0,3,3,0.282161325
1,499,-0.493857861,0.0159046054,50,50,0,3,3,0.224484533
1,549,0.380731553,-0.097168237,50,50,0,3,3,0.185886964
1,599,-0.27293694,0.124269158,50,50,0,3,3,0.30484128
1,649,0.216997534,-0.0583712757,50,50,0,3,3,0.243822172
1,699,-0.151955232,-0.0142427534,50,50,0,3,3,0.186766922
1,749,0.00897341222,0.0140571818,50,50,0,3,3,0.189724103
1,799,0.205920145,0.06280379,50,50,0,3,3,0.192247942
1,849,-0.404471785,-0.130318135,50,50,0,3,3,0.15172258
1,899,0.509530544,0.115607798,50,50,0,3,3,0.139888689
1,949,-0.542521179,-0.0655972958,50,50,0,3,3,0.283167571
1,999,0.49014166,-0.0189044178,50,50,0,3,3,0.226780221
1,1049,-0.344210207,0.136530489,50,50,0,3,3,0.186505333
1,1099,0.268067628,-0.13404724,50,50,0,3,3,0.302439213
1,1149,-0.210975349,0.068885237,50,50,0,3,3,0.246473819
1,1199,0.132525846,-0.00537909567,50,50,0,3,3,0.189049199
1,1249,-0.000435139751,-0.00848671421,50,50,0,3,3,0.191869184
1,1299,-0.191690192,-0.0456274301,50,50,0,3,3,0.190198869
1,1349,0.406891674,0.134150952,50,50,0,3,3,0.150448099
1,1399,-0.526486218,-0.131668568,50,50,0,3,3,0.141917616
1,1449,0.536307931,0.0558204651,50,50,0,3,3,0.300729513
1,1499,-0.466428518,0.0432816744,50,50,0,3,3,0.240132302
1,1549,0.366122365,-0.116871893,50,50,0,3,3,0.196923301
1,1599,-0.293568522,0.0971185267,50,50,0,3,3,0.33231625
1,1649,0.246656224,-0.0346574038,50,50,0,3,3,0.259115309
1,1699,-0.106409565,0.0332370847,50,50,0,3,3,0.200308397
1,1749,-0.00171983172,0.00780651066,50,50,0,3,3,0.200802416
1,1799,0.194322363,0.0471373945,50,50,0,3,3,0.20011425
1,1849,-0.394644082,-0.11975199,50,50,0,3,3,0.15565896
1,1899,0.534117341,0.143568277,50,50,0,3,3,0.146468624
1,1949,-0.534886062,-0.0584507883,50,50,0,3,3,0.27823782
1,1999,0.478407651,-0.0301134288,50,50,0,3,3,0.227484465
1,2049,-0.357740581,0.125809699,50,50,0,3,3,0.187588409
1,2099,0.258341968,-0.139660329,50,50,0,3,3,0.312197804
1,2149,-0.247736678,0.0240697414,50,50,0,3,3,0.25153476
1,2199,0.120183781,-0.0156638175,50,50,0,3,3,0.192784354
1,2249,-0.0244940873,-0.0282729473,50,50,0,3,3,0.19051601
1,2299,-0.220287234,-0.0749993175,50,50,0,3,3,0.197336346
1,2349,0.372914255,0.0980525315,50,50,0,3,3,0.153430358
1,2399,-0.553104639,-0.160700381,50,50,0,3,3,0.143421173
1,2449,0.553457677,0.0766511559,50,50,0,3,3,0.303607941
1,2499,-0.4833242,0.0269973576,50,50,0,3,3,0.2421422
1,2549,0.357042044,-0.125366449,50,50,0,3,3,0.196894407
1,2599,-0.287606478,0.107015043,50,50,0,3,3,0.333652198
1,2649,0.246774182,-0.024470523,50,50,0,3,3,0.264199018
1,2699,-0.143735841,-0.00626061857,50,50,0,3,3,0.20064795
1,2749,0.0122487042,0.0203671101,50,50,0,3,3,0.198656291
1,2799,0.190834582,0.0541077554,50,50,0,3,3,0.189577922
1,2849,-0.389297754,-0.110258549,50,50,0,3,3,0.151864976
1,2899,0.531944156,0.140031397,50,50,0,3,3,0.139662951
1,2949,-0.523403227,-0.0488588214,50,50,0,3,3,0.29079181
1,2999,0.465569437,-0.0449063778,50,50,0,3,3,0.232773945
1,3049,-0.349170864,0.132757753,50,50,0,3,3,0.190913484
1,3099,0.269160181,-0.130966812,50,50,0,3,3,0.298440218
1,3149,-0.222133681,0.0535378009,50,50,0,3,3,0.240162522
1,3199,0.141341329,0.00418359041,50,50,0,3,3,0.18523173
1,3249,-0.012562667,-0.0230972357,50,50,0,3,3,0.187911078
1,3299,-0.178428441,-0.0397115052,50,50,0,3,3,0.185229391
1,3349,0.389887214,0.115156502,50,50,0,3,3,0.147548586
1,3399,-0.547935188,-0.158421278,50,50,0,3,3,0.139534861
1,3449,0.545954764,0.0683837533,50,50,0,3,3,0.302048862
1,3499,-0.457879215,0.0487699211,50,50,0,3,3,0.23661691
1,3549,0.370225012,-0.108025342,50,50,0,3,3,0.194373101
1,3599,-0.305603296,0.0959673524,50,50,0,3,3,0.303320765
1,3649,0.212944254,-0.0660559982,50,50,0,3,3,0.244571149
1,3699,-0.16081506,-0.0266243517,50,50,0,3,3,0.188330725
1,3749,-0.0140798604,-0.0062865233,50,50,0,3,3,0.188994348
1,3799,0.199083522,0.0524341613,50,50,0,3,3,0.188215747
1,3849,-0.376262188,-0.10402298,50,50,0,3,3,0.147128507
1,3899,0.512292862,0.126215518,50,50,0,3,3,0.137052417
1,3949,-0.533097506,-0.0599488318,50,50,0,3,3,0.295627832
1,3998,0.405395806,-0.0783799887,50,50,0,3,3,0.295627832
1,3999,0.47377488,-0.0330294669,50,50,0,3,3,0.234680653
1,4000,0.493342757,0.00936210155,50,50,0,3,3,0.234680653
1,4001,0.445739955,0.0286036432,50,50,0,3,3,0.234680653
1,4049,-0.418611228,0.0931586623,50,50,0,3,3,0.16430071
1,4099,0.363061756,-0.105004132,50,50,0,3,3,0.285504818
1,4149,-0.349805474,0.0418851674,50,50,0,3,3,0.239504606
1,4199,0.304439217,0.0228905678,50,50,0,3,3,0.187758952
1,4201,-0.0411706343,-0.029259257,50,50,0,3,3,0.187758952
2,0,0.489174962,0.489174962,50,50,0,0,0,0
2,1,0.446693033,0.409474432,50,50,0,0,0,0
2,2,0.403174192,0.340359569,50,50,0,0,0,0
2,49,-0.379675508,0.0337024033,50,50,1,0,0,0.111139446
2,99,0.295951217,-0.0939310193,50,49.4749985,2,0,0,0.251654685
2,149,-0.221480265,0.0271742493,49.4749985,49.2312546,3,0,0,0.190740392
2,199,0.129248306,0.047168225,49.2312546,49.095314,4,0,0,0.135788709
2,249,0.0145589989,-0.0649499893,49.095314,49.0613251,5,0,0,0.0971506014
2,299,-0.15260306,0.0637328327,49.0613251,49.0153313,6,0,0,0.0680190176
2,349,0.404694825,0.0676544905,49.0153313,49.0038338,7,0,0,0.0477801934
2,399,-0.538025737,-0.0988953412,49.0038338,49.0009575,8,0,0,0.0337106027
2,449,0.548389733,0.0479121804,49.0009575,49.0002403,9,0,0,0.0277915113
2,499,-0.493857861,0.0160313845,49.0002403,49.000061,10,0,0,0.0195324216
2,549,0.380731553,-0.073094517,49.000061,49.0000153,11,0,0,0.0138967102
2,599,-0.27293694,0.077839762,49.0000153,49.0000038,12,0,0,0.01029047
2,649,0.216997534,0.00582912564,49.0000038,49,13,0,0,0.00766965561
2,699,-0.151955232,-0.0894104987,49,49,14,0,0,0.00546310749
2,749,0.00897341222,0.0924003646,49,49,15,0,0,0.00393077452
2,799,0.205920145,-0.0107312948,49,49,16,0,0,0.0033048077
2,849,-0.404471785,-0.0681999326,49,49,17,0,0,0.00250949198
2,899,0.509530544,0.070820868,49,49,18,0,0,0.0019047258
2,949,-0.542521179,-0.0419831872,49,49,19,0,0,0.00292533869
2,999,0.49014166,-0.0193679035,49,49,20,0,0,0.00222300063
2,1049,-0.344210207,0.112558335,49,49,21,0,0,0.00174178393
2,1099,0.268067628,-0.0877321661,49,49,22,0,0,0.00133530865
2,1149,-0.210975349,0.00404721498,49,49,23,0,0,0.00100304291
2,1199,0.132525846,0.0701375604,49,49,24,0,0,0.00108935218
2,1249,-0.000435139751,-0.0867355093,49,49,25,0,0,0.000938041368
2,1299,-0.191690192,0.0280294865,49,49,26,0,0,0.00203832937
2,1349,0.406891674,0.0719885528,49,49,27,0,0,0.00156688015
2,1399,-0.526486218,-0.086155355,49,49,28,0,0,0.00151563541
2,1449,0.536307931,0.0314643383,49,49,29,0,0,0.0045508584
2,1499,-0.466428518,0.0430902243,49,49,30,0,0,0.00348179508
2,1549,0.366122365,-0.0925841033,49,49,31,0,0,0.00254418794
2,1599,-0.293568522,0.0500020385,49,49,32,0,0,0.00488681719
2,1649,0.246656224,0.0296927989,49,49,33,0,0,0.00424935762
2,1699,-0.106409565,-0.0424109697,49,49,34,0,0,0.00305468962
2,1749,-0.00171983172,0.0857082158,49,49,35,0,0,0.00264715683
2,1799,0.194322363,-0.0260603279,49,49,36,0,0,0.00283366675
2,1849,-0.394644082,-0.0573429763,49,49,37,0,0,0.00252103526
2,1899,0.534117341,0.0985258818,49,49,38,0,0,0.00179533754
2,1949,-0.534886062,-0.0345665812,49,49,39,0,0,0.00181137491
2,1999,0.478407651,-0.0296935141,49,49,40,0,0,0.00184546341
2,2049,-0.357740581,0.100957453,49,49,41,0,0,0.00136814802
2,2099,0.258341968,-0.0932134092,49,49,42,0,0,0.00281557371
2,2149,-0.247736678,-0.0400537699,49,49,43,0,0,0.00244772923
2,2199,0.120183781,0.0590046197,49,49,44,0,0,0.00188428233
2,2249,-0.0244940873,-0.106549494,49,49,45,0,0,0.00168657908
2,2299,-0.220287234,-0.00167380273,49,49,46,0,0,0.00152137422
2,2349,0.372914255,0.0357889235,49,49,47,0,0,0.00143718079
2,2399,-0.553104639,-0.115247726,49,49,48,0,0,0.00120204897
2,2449,0.553457677,0.0526693463,49,49,49,0,0,0.00421219366
2,2499,-0.4833242,0.0266883075,49,49,50,0,0,0.00318277581
2,2549,0.357042044,-0.100825995,49,49,51,0,0,0.0023083142
2,2599,-0.287606478,0.060444057,49,49,52,0,0,0.00386968162
2,2649,0.246774182,0.039319694,49,49,53,0,0,0.00299351383
2,2699,-0.143735841,-0.0808861405,49,49,54,0,0,0.0023979696
2,2749,0.0122487042,0.0979431793,49,49,55,0,0,0.00168231851
2,2799,0.190834582,-0.0192930996,49,49,56,0,0,0.00294369855
2,2849,-0.389297754,-0.0479093492,49,49,57,0,0,0.00235614087
2,2899,0.531944156,0.0945957899,49,49,58,0,0,0.0017511124
2,2949,-0.523403227,-0.0251538754,49,49,59,0,0,0.00591895077
2,2999,0.465569437,-0.0447329283,49,49,60,0,0,0.00444616145
2,3049,-0.349170864,0.108607411,49,49,61,0,0,0.00321970694
2,3099,0.269160181,-0.0843955874,49,49,62,0,0,0.00283296918
2,3149,-0.222133681,-0.0104967803,49,49,63,0,0,0.00248599425
2,3199,0.141341329,0.0801844895,49,49,64,0,0,0.00176987646
2,3249,-0.012562667,-0.101611562,49,49,65,0,0,0.00161469413
2,3299,-0.178428441,0.0340621471,49,49,66,0,0,0.0027044951
2,3349,0.389887214,0.0525413156,49,49,67,0,0,0.00238103676
2,3399,-0.547935188,-0.11313194,49,49,68,0,0,0.00169674878
2,3449,0.545954764,0.0450429916,49,49,69,0,0,0.00705805561
2,3499,-0.457879215,0.0487184823,49,49,70,0,0,0.00496926717
2,3549,0.370225012,-0.083763659,49,49,71,0,0,0.00374628603
2,3599,-0.305603296,0.0497641563,49,49,72,0,0,0.00382336974
2,3649,0.212944254,-0.0021827668,49,49,73,0,0,0.00320527237
2,3699,-0.16081506,-0.101694822,49,49,74,0,0,0.00240806746
2,3749,-0.0140798604,0.0720003471,49,49,75,0,0,0.00171482179
2,3799,0.199083522,-0.0213211924,49,49,76,0,0,0.00244427728
2,3849,-0.376262188,-0.0419672728,49,49,77,0,0,0.00197708374
2,3899,0.512292862,0.081096828,49,49,78,0,0,0.00143449928
2,3949,-0.533097506,-0.0365405679,49,49,79,0,0,0.00878934655
2,3998,0.405395806,-0.0545970798,49,49,79,0,0,0.00878934655
2,3999,0.47377488,-0.0328540504,49,49,80,0,0,0.00632853061
2,4000,0.493342757,-0.0141410828,49,49,80,0,0,0.00632853061
2,4001,0.445739955,-0.0164246857,49,49,80,0,0,0.00632853061
2,4049,-0.418611228,0.0815446377,49,49,81,0,0,0.0293087326
2,4099,0.363061756,-0.10774079,49,49.0749969,82,0,0,0.264087766
2,4149,-0.349805474,0.0638683736,49.0749969,49.3562508,83,0,0,0.281224966
2,4199,0.304439217,-0.00681087375,49.3562508,49.8390617,84,0,0,0.247022644
2,4201,-0.0411706343,-0.0745512992,49.8390617,49.8390617,84,0,0,0.247022644
3,0,0.489174962,0.489174962,50,50,0,0,0,0
3,1,0.446693033,0.409474432,50,50,0,0,0,0
3,2,0.403174192,0.340359569,50,50,0,0,0,0
3,49,-0.379675508,0.0337024033,50,50,1,0,0,0.111139446
3,99,0.295951217,-0.0939310193,50,49.4749985,2,0,0,0.251654685
3,149,-0.221480265,0.0271742493,49.4749985,49.2312546,3,0,0,0.190740392
3,199,0.129248306,0.047168225,49.2312546,49.095314,4,0,0,0.135788709
3,249,0.0145589989,-0.0649499893,49.095314,49.0613251,5,0,0,0.0971506014
3,299,-0.15260306,0.0637328327,49.0613251,49.0153313,6,0,0,0.0680190176
3,349,0.404694825,0.0676544905,49.0153313,49.0038338,7,0,0,0.0477801934
3,399,-0.538025737,-0.0988953412,49.0038338,49.0009575,8,0,0,0.0337106027
3,449,0.548389733,0.0479121804,49.0009575,49.0002403,9,0,0,0.0277915113
3,499,-0.493857861,0.0160313845,49.0002403,49.0002403,9,0,1,0.0195324216
3,549,0.380731553,-0.0730998516,49.0002403,49.0002403,9,1,1,0.0138972327
3,599,-0.27293694,0.0778518617,49.0002403,49.000061,10,1,1,0.0102924882
3,649,0.216997534,0.00582386553,49.000061,49.000061,10,1,2,0.00767068379
3,699,-0.151955232,-0.0894061029,49.000061,49.000061,10,2,2,0.00546372356
3,749,0.00897341222,0.0923960432,49.000061,49.000061,10,2,2,0.00393094309
3,799,0.205920145,-0.0107274204,49.000061,49.000061,10,2,2,0.00330449711
3,849,-0.404471785,-0.0682030916,49.000061,49.000061,10,2,2,0.00250914088
3,899,0.509530544,0.0708228946,49.000061,49.000061,10,2,2,0.00190440577
3,949,-0.542521179,-0.0419840217,49.000061,49.000061,10,2,2,0.0029277876
3,999,0.49014166,-0.0193683207,49.000061,49.000061,10,2,2,0.00222494872
3,1049,-0.344210207,0.112560213,49.000061,49.000061,10,2,2,0.00174338894
3,1099,0.268067628,-0.0877352059,49.000061,49.000061,10,2,2,0.00133609655
3,1149,-0.210975349,0.00405102968,49.000061,49.000061,10,2,2,0.00100357702
3,1199,0.132525846,0.0701331943,49.000061,49.0000153,11,2,2,0.00108960748
3,1249,-0.000435139751,-0.0867337808,49.0000153,49.0000153,11,2,2,0.000938122277
3,1299,-0.191690192,0.028028205,49.0000153,49.0000153,11,2,2,0.00203819945
3,1349,0.406891674,0.0719897449,49.0000153,49.0000153,11,2,2,0.00156674976
3,1399,-0.526486218,-0.086156249,49.0000153,49.0000153,11,2,2,0.00151552481
3,1449,0.536307931,0.0314649343,49.0000153,49.0000153,11,2,2,0.00455207471
3,1499,-0.466428518,0.0430899858,49.0000153,49.0000153,11,2,2,0.00348272501
3,1549,0.366122365,-0.0925843418,49.0000153,49.0000153,11,2,2,0.00254489295
3,1599,-0.293568522,0.0500027239,49.0000153,49.0000153,11,2,2,0.00488766842
3,1649,0.246656224,0.0296918899,49.0000153,49.0000153,11,2,2,0.00424973248
3,1699,-0.106409565,-0.0424097776,49.0000153,49.0000153,11,2,2,0.00305495085
3,1749,-0.00171983172,0.0857070684,49.0000153,49.0000153,11,2,2,0.00264724041
3,1799,0.194322363,-0.026059106,49.0000153,49.0000038,12,2,2,0.00283359038
3,1849,-0.394644082,-0.0573431253,49.0000038,49.0000038,12,2,2,0.00252093165
3,1899,0.534117341,0.098526001,49.0000038,49.0000038,12,2,2,0.00179526792
3,1949,-0.534886062,-0.0345667005,49.0000038,49.0000038,12,2,2,0.00181132345
3,1999,0.478407651,-0.0296934545,49.0000038,49.0000038,12,2,2,0.00184540125
3,2049,-0.357740581,0.100957572,49.0000038,49.0000038,12,2,2,0.00136810169
3,2099,0.258341968,-0.0932133496,49.0000038,49.0000038,12,2,2,0.00281542097
3,2149,-0.247736678,-0.0400537401,49.0000038,49.0000038,12,2,2,0.00244759815
3,2199,0.120183781,0.0590047091,49.0000038,49.0000038,12,2,2,0.00188418571
3,2249,-0.0244940873,-0.106549494,49.0000038,49.0000038,12,2,2,0.00168650609
3,2299,-0.220287234,-0.00167384744,49.0000038,49.0000038,12,2,2,0.00152131228
3,2349,0.372914255,0.0357889831,49.0000038,49.0000038,12,2,2,0.00143712154
3,2399,-0.553104639,-0.115247637,49.0000038,49,13,2,2,0.00120199705
3,2449,0.553457677,0.0526693463,49,49,13,2,2,0.00421200041
3,2499,-0.4833242,0.0266881883,49,49,13,2,2,0.00318263122
3,2549,0.357042044,-0.100825936,49,49,13,2,2,0.00230820687
3,2599,-0.287606478,0.060444057,49,49,13,2,2,0.00386944413
3,2649,0.246774182,0.0393198729,49,49,13,2,2,0.00299333967
3,2699,-0.143735841,-0.0808862299,49,49,13,2,2,0.00239783502
3,2749,0.0122487042,0.0979432389,49,49,13,2,2,0.00168222387
3,2799,0.190834582,-0.0192930847,49,49,13,2,2,0.00294356886
3,2849,-0.389297754,-0.0479093194,49,49,13,2,2,0.0023560382
3,2899,0.531944156,0.0945958495,49,49,13,2,2,0.00175103429
3,2949,-0.523403227,-0.0251538157,49,49,13,2,2,0.00591872493
3,2999,0.465569437,-0.0447328091,49,49,14,2,2,0.00444598868
3,3049,-0.349170864,0.108607501,49,49,14,2,2,0.00321958284
3,3099,0.269160181,-0.0843956172,49,49,14,2,2,0.0028328374
3,3149,-0.222133681,-0.0104967803,49,49,14,2,2,0.00248588598
3,3199,0.141341329,0.0801845491,49,49,14,2,2,0.00176979927
3,3249,-0.012562667,-0.101611562,49,49,14,2,2,0.00161462091
3,3299,-0.178428441,0.0340621471,49,49,14,2,2,0.00270435214
3,3349,0.389887214,0.0525413156,49,49,14,2,2,0.00238091289
3,3399,-0.547935188,-0.113131881,49,49,14,2,2,0.00169665867
3,3449,0.545954764,0.0450429916,49,49,14,2,2,0.00705774175
3,3499,-0.457879215,0.0487184227,49,49,14,2,2,0.00496904459
3,3549,0.370225012,-0.083763808,49,49,14,2,2,0.0037461163
3,3599,-0.305603296,0.0497641861,49,49,15,2,2,0.00382322888
3,3649,0.212944254,-0.002182886,49,49,15,2,2,0.00320513756
3,3699,-0.16081506,-0.101694793,49,49,15,2,2,0.00240796269
3,3749,-0.0140798604,0.0720003173,49,49,15,2,2,0.00171474565
3,3799,0.199083522,-0.0213212222,49,49,15,2,2,0.00244415505
3,3849,-0.376262188,-0.0419673324,49,49,15,2,2,0.00197698339
3,3899,0.512292862,0.081096828,49,49,15,2,2,0.00143442699
3,3949,-0.533097506,-0.0365405083,49,49,15,2,2,0.00878887437
3,3998,0.405395806,-0.0545970798,49,49,15,2,2,0.00878887437
3,3999,0.47377488,-0.0328540504,49,49,15,2,2,0.00632818975
3,4000,0.493342757,-0.0141411424,49,49,15,2,2,0.00632818975
3,4001,0.445739955,-0.0164246857,49,49,15,2,2,0.00632818975
3,4049,-0.418611228,0.0815446973,49,49,15,2,2,0.0293073189
3,4099,0.363061756,-0.10774073,49,49.0749969,16,2,0,0.264075369
3,4149,-0.349805474,0.0638684928,49.0749969,49.3562508,17,0,0,0.281211734
3,4199,0.304439217,-0.00681078434,49.3562508,49.8390617,18,0,0,0.247011036
3,4201,-0.0411706343,-0.0745512545,49.8390617,49.8390617,18,0,0,0.247011036
