record,subject_cluster,segment,trajectory,pli_amplitude,noise,comparison,output_snr_difference_db,frequency_mae_difference_hz,tracker_call_difference,grid_evaluation_difference
100,subject_100,0,F3,0.2,20dB,A3_minus_B4,0.007313831135979498,-0.007881908758220368,-10,-320
100,subject_100,0,F3,0.5,none,A3_minus_A2,-0.005748979134093446,0.0015853643417358398,-6,-192
100,subject_100,0,F3,0.5,none,A3_minus_B4,-0.005269402775216037,0.0014266252517700223,-4,-128
100,subject_100,0,F3,0.5,20dB,A3_minus_A2,-0.004054632499942201,0.0016480445861816323,-17,-544
100,subject_100,0,F3,0.5,20dB,A3_minus_B4,0.007895733280102846,-0.0029166698455810602,-1,-32
100,subject_100,0,F4,0.2,none,A3_minus_A2,-0.010123472011649426,0.0023094143064578687,-11,-352
100,subject_100,0,F4,0.2,none,A3_minus_B4,0.03424290620181836,-0.007474020561401007,-1,-32
100,subject_100,0,F4,0.2,20dB,A3_minus_A2,-0.010661194854685974,0.005421638488769531,-9,-288
100,subject_100,0,F4,0.2,20dB,A3_minus_B4,-0.006783619936886254,0.0023471593856811412,-1,-32
100,subject_100,0,F4,0.5,none,A3_minus_A2,0.0,0.0,0,0
100,subject_100,0,F4,0.5,none,A3_minus_B4,0.0,0.0,0,0
100,subject_100,0,F4,0.5,20dB,A3_minus_A2,-0.00022011196408300293,6.768703460693914e-05,-3,-96
100,subject_100,0,F4,0.5,20dB,A3_minus_B4,0.00025633034834982027,-0.00030729770660400946,1,32
100,subject_100,0,F5,0.2,none,A3_minus_A2,-0.0007006884260682966,0.0016095113754271695,-14,-448
100,subject_100,0,F5,0.2,none,A3_minus_B4,0.0016904981018655008,-0.001095628738402965,-6,-192
100,subject_100,0,F5,0.2,20dB,A3_minus_A2,-0.0006527048953319792,0.002931823730461164,-64,-2048
100,subject_100,0,F5,0.2,20dB,A3_minus_B4,-0.0020318393224965092,-0.002402849197388854,-1,-32
100,subject_100,0,F5,0.5,none,A3_minus_A2,-0.0005643670101118659,0.0003644466400146429,-5,-160
100,subject_100,0,F5,0.5,none,A3_minus_B4,0.003792675431101955,0.001494865417480895,6,192
100,subject_100,0,F5,0.5,20dB,A3_minus_A2,-0.00027741970977679387,0.0008322238922119085,-27,-864
100,subject_100,0,F5,0.5,20dB,A3_minus_B4,0.00298432325909026,-0.0008833646774286802,-1,-32
100,subject_100,1,F0,0.2,none,A3_minus_A2,0.0008287262287751673,-0.0013995409011840834,-30,-960
100,subject_100,1,F0,0.2,none,A3_minus_B4,0.0010331195933694914,-0.0017871856689453125,-8,-256
100,subject_100,1,F0,0.2,20dB,A3_minus_A2,-0.0009837256558249408,0.0002422332763671875,-65,-2080
100,subject_100,1,F0,0.2,20dB,A3_minus_B4,-5.332144535330485e-05,0.0019076347351074247,5,160
100,subject_100,1,F0,0.5,none,A3_minus_A2,-8.014232850506176e-05,-0.001122713088989256,-30,-960
100,subject_100,1,F0,0.5,none,A3_minus_B4,-0.00038623058638265206,-0.0005036115646362294,-8,-256
100,subject_100,1,F0,0.5,20dB,A3_minus_A2,-6.975229034367203e-07,7.629394531243061e-07,-65,-2080
100,subject_100,1,F0,0.5,20dB,A3_minus_B4,3.4992766302366363e-06,-1.57594680786138e-05,20,640
100,subject_100,1,F1,0.2,none,A3_minus_A2,0.0003917797153363267,-0.001344656944274894,-24,-768
100,subject_100,1,F1,0.2,none,A3_minus_B4,-0.0002382836051566528,0.001291775703430184,5,160
100,subject_100,1,F1,0.2,20dB,A3_minus_A2,-9.235489737413616e-05,-0.00023262500762938343,-54,-1728
100,subject_100,1,F1,0.2,20dB,A3_minus_B4,0.0002859594374040597,0.0043034315109252985,14,448
100,subject_100,1,F1,0.5,none,A3_minus_A2,3.0497344877034038e-05,-0.0013147354125976618,-24,-768
100,subject_100,1,F1,0.5,none,A3_minus_B4,0.00024138373959026183,-0.0019249916076660156,-5,-160
100,subject_100,1,F1,0.5,20dB,A3_minus_A2,0.0007128471539576964,0.0017972946166992104,-58,-1856
100,subject_100,1,F1,0.5,20dB,A3_minus_B4,-0.00041552569352454327,0.003934931755065915,12,384
100,subject_100,1,F2,0.2,none,A3_minus_A2,0.00032669355557501945,-0.00017426013946533758,-28,-896
100,subject_100,1,F2,0.2,none,A3_minus_B4,-0.0004737608770994939,0.0016776323318481445,-3,-96
100,subject_100,1,F2,0.2,20dB,A3_minus_A2,0.0012264785138089707,-0.0012911558151245117,-54,-1728
100,subject_100,1,F2,0.2,20dB,A3_minus_B4,0.000501212714585364,-0.0005856752395629883,-3,-96
100,subject_100,1,F2,0.5,none,A3_minus_A2,0.0,0.0,-24,-768
100,subject_100,1,F2,0.5,none,A3_minus_B4,0.0,0.0,1,32
100,subject_100,1,F2,0.5,20dB,A3_minus_A2,-0.001264875122414466,0.0026774168014526423,-53,-1696
100,subject_100,1,F2,0.5,20dB,A3_minus_B4,-0.001053859484326125,-0.00021307468414308306,5,160
100,subject_100,1,F3,0.2,none,A3_minus_A2,-0.004235468624706584,0.0031260378602783606,-24,-768
100,subject_100,1,F3,0.2,none,A3_minus_B4,0.003892032904524001,-0.0027834332220195435,0,0
100,subject_100,1,F3,0.2,20dB,A3_minus_A2,-0.006575573199011586,0.0077192053533351596,-49,-1568
100,subject_100,1,F3,0.2,20dB,A3_minus_B4,0.009856693168162067,-0.008875750450436967,-5,-160
100,subject_100,1,F3,0.5,none,A3_minus_A2,-0.008290200463902053,0.0019084692001342801,-12,-384
100,subject_100,1,F3,0.5,none,A3_minus_B4,-0.0013093640041130783,0.000273370742797846,1,32
100,subject_100,1,F3,0.5,20dB,A3_minus_A2,-0.0023592784812933587,0.0008328676223754855,-16,-512
100,subject_100,1,F3,0.5,20dB,A3_minus_B4,0.0041098874563818555,-0.002848935127258298,5,160
100,subject_100,1,F4,0.2,none,A3_minus_A2,-0.003026512973047346,-0.00018858160243212518,-5,-160
100,subject_100,1,F4,0.2,none,A3_minus_B4,-0.003026512973047346,-0.00018858160243212518,-5,-160
100,subject_100,1,F4,0.2,20dB,A3_minus_A2,-0.005561682811627833,0.0020399808883666826,-11,-352
100,subject_100,1,F4,0.2,20dB,A3_minus_B4,-0.0020032636111526614,0.0004711627960204967,-7,-224
100,subject_100,1,F4,0.5,none,A3_minus_A2,0.0,0.0,0,0
100,subject_100,1,F4,0.5,none,A3_minus_B4,0.003619201775485692,-0.0006235837936401367,2,64
100,subject_100,1,F4,0.5,20dB,A3_minus_A2,0.0,0.0,0,0
100,subject_100,1,F4,0.5,20dB,A3_minus_B4,0.0,0.0,0,0
100,subject_100,1,F5,0.2,none,A3_minus_A2,-0.005335147595463496,0.0007223606109619252,-20,-640
100,subject_100,1,F5,0.2,none,A3_minus_B4,0.005014496194416296,-0.0046016931533818806,4,128
100,subject_100,1,F5,0.2,20dB,A3_minus_A2,0.00019781971715460145,-4.4870376586556016e-05,-53,-1696
100,subject_100,1,F5,0.2,20dB,A3_minus_B4,0.005433108146213783,-0.005970859527587705,2,64
100,subject_100,1,F5,0.5,none,A3_minus_A2,2.6763007005214945e-05,-1.223087310790738e-05,-7,-224
100,subject_100,1,F5,0.5,none,A3_minus_B4,2.6763007005214945e-05,-1.2421607971192794e-05,1,32
100,subject_100,1,F5,0.5,20dB,A3_minus_A2,-0.012483166540693702,0.0034629487991333224,-26,-832
100,subject_100,1,F5,0.5,20dB,A3_minus_B4,-0.003726358643065808,-5.846977233883721e-05,0,0
100,subject_100,2,F0,0.2,none,A3_minus_A2,0.0008293858316434921,-0.0009649515151977546,-34,-1088
100,subject_100,2,F0,0.2,none,A3_minus_B4,0.006599723397375357,-0.0008186340332031264,-7,-224
100,subject_100,2,F0,0.2,20dB,A3_minus_A2,0.0064018938437122586,-0.0012663364410400377,-52,-1664
100,subject_100,2,F0,0.2,20dB,A3_minus_B4,0.002139683788712432,-0.0026024580001831055,-5,-160
100,subject_100,2,F0,0.5,none,A3_minus_A2,0.0011339299102637312,-0.00040898323059082066,-34,-1088
100,subject_100,2,F0,0.5,none,A3_minus_B4,-0.0009616471341917787,0.001102256774902344,-7,-224
100,subject_100,2,F0,0.5,20dB,A3_minus_A2,1.7095380210108146e-05,0.0004819631576538086,-70,-2240
100,subject_100,2,F0,0.5,20dB,A3_minus_B4,0.00585255814065988,-0.0018357276916503903,10,320
100,subject_100,2,F1,0.2,none,A3_minus_A2,0.0020223897847593264,-0.0027175903320312556,-33,-1056
100,subject_100,2,F1,0.2,none,A3_minus_B4,0.0018736288935947698,-0.0015138864517211942,-1,-32
100,subject_100,2,F1,0.2,20dB,A3_minus_A2,-0.001899843730370776,-0.0012129545211791992,-46,-1472
100,subject_100,2,F1,0.2,20dB,A3_minus_B4,-0.008893216369701307,-0.003254532814025879,-6,-192
100,subject_100,2,F1,0.5,none,A3_minus_A2,0.00013180136710211343,-0.0002983331680297824,-28,-896
100,subject_100,2,F1,0.5,none,A3_minus_B4,0.0012565105228645734,-0.001466727256774894,7,224
100,subject_100,2,F1,0.5,20dB,A3_minus_A2,0.0004647697462623057,-0.0008422374725341741,-45,-1440
100,subject_100,2,F1,0.5,20dB,A3_minus_B4,0.007468204799831568,-0.000620079040527341,19,608
100,subject_100,2,F2,0.2,none,A3_minus_A2,0.0055854321220252245,-0.0025327682495117354,-37,-1184
100,subject_100,2,F2,0.2,none,A3_minus_B4,0.006068547151473425,-0.0049050331115722545,14,448
100,subject_100,2,F2,0.2,20dB,A3_minus_A2,0.0009031408964048637,-0.004059720039367665,-57,-1824
100,subject_100,2,F2,0.2,20dB,A3_minus_B4,0.006136648850121773,-0.010214519500732377,1,32
100,subject_100,2,F2,0.5,none,A3_minus_A2,0.0004078583241344802,-0.0013007402420043834,-37,-1184
100,subject_100,2,F2,0.5,none,A3_minus_B4,0.0002617927976942269,-0.0001251697540283203,1,32
100,subject_100,2,F2,0.5,20dB,A3_minus_A2,7.203150791923463e-05,-0.0014288902282714733,-53,-1696
100,subject_100,2,F2,0.5,20dB,A3_minus_B4,0.00018825012291223686,-0.0010158777236938255,2,64
100,subject_100,2,F3,0.2,none,A3_minus_A2,-0.011205817217998515,0.0028521299362182645,-17,-544
100,subject_100,2,F3,0.2,none,A3_minus_B4,0.009315407640158924,-0.0030726194381713867,0,0
100,subject_100,2,F3,0.2,20dB,A3_minus_A2,-0.01586959105800645,0.021018653574258542,-66,-2112
100,subject_100,2,F3,0.2,20dB,A3_minus_B4,0.001228339952465518,-0.004693418869397545,1,32
100,subject_100,2,F3,0.5,none,A3_minus_A2,-0.00685344404329058,0.0014235734939575112,-7,-224
100,subject_100,2,F3,0.5,none,A3_minus_B4,0.0029940304552482644,-0.0009057044982910267,1,32
100,subject_100,2,F3,0.5,20dB,A3_minus_A2,-0.009461045847640293,0.0033503532409668024,-30,-960
100,subject_100,2,F3,0.5,20dB,A3_minus_B4,0.028963992179853904,-0.007040166854858393,5,160
100,subject_100,2,F4,0.2,none,A3_minus_A2,-0.012005854589521192,0.004480934143066412,-10,-320
100,subject_100,2,F4,0.2,none,A3_minus_B4,0.010736597771774825,-0.003389596939086914,0,0
100,subject_100,2,F4,0.2,20dB,A3_minus_A2,-0.01629851121195003,0.007481625049534035,-22,-704
100,subject_100,2,F4,0.2,20dB,A3_minus_B4,0.01638226323458447,-0.005328529477707067,5,160
100,subject_100,2,F4,0.5,none,A3_minus_A2,0.0,0.0,0,0
100,subject_100,2,F4,0.5,none,A3_minus_B4,0.008054852727457984,-0.0015614748001098744,3,96
100,subject_100,2,F4,0.5,20dB,A3_minus_A2,-0.001719080416338059,0.00030996799468993586,-2,-64
100,subject_100,2,F4,0.5,20dB,A3_minus_B4,3.2397988025678615e-06,-2.2411346435602386e-06,-1,-32
100,subject_100,2,F5,0.2,none,A3_minus_A2,-7.174949161026234e-06,7.95888900754077e-05,-25,-800
100,subject_100,2,F5,0.2,none,A3_minus_B4,-0.005366702490398723,-0.00040770530700626195,-9,-288
100,subject_100,2,F5,0.2,20dB,A3_minus_A2,-0.0043299030619099454,0.0038769960403442494,-32,-1024
100,subject_100,2,F5,0.2,20dB,A3_minus_B4,-0.00929622790985185,-0.00028589725494469753,18,576
100,subject_100,2,F5,0.5,none,A3_minus_A2,-0.00944746805292418,0.0014150142669674196,-14,-448
100,subject_100,2,F5,0.5,none,A3_minus_B4,-0.0015649705365188282,-0.0014666795730590848,5,160
100,subject_100,2,F5,0.5,20dB,A3_minus_A2,0.0009323700395462708,0.0007871294021605107,-16,-512
100,subject_100,2,F5,0.5,20dB,A3_minus_B4,0.0031122744337768182,-0.0012270450592042625,4,128
101,subject_101,0,F0,0.2,none,A3_minus_A2,-0.005457969347062885,0.003187370300292966,-108,-3456
101,subject_101,0,F0,0.2,none,A3_minus_B4,0.008451338743562076,-0.00020246505737304965,10,320
101,subject_101,0,F0,0.2,20dB,A3_minus_A2,0.0006671423933148901,0.003853130340576171,-125,-4000
101,subject_101,0,F0,0.2,20dB,A3_minus_B4,-0.0033035457204917407,0.0025659084320068352,5,160
101,subject_101,0,F0,0.5,none,A3_minus_A2,-0.004794126396404863,0.002629804611206054,-108,-3456
101,subject_101,0,F0,0.5,none,A3_minus_B4,-0.001025382708437661,0.0010716915130615234,9,288
101,subject_101,0,F0,0.5,20dB,A3_minus_A2,-0.0004047514951412978,-0.0008622169494628901,-106,-3392
101,subject_101,0,F0,0.5,20dB,A3_minus_B4,-0.0034297009250732202,0.0022135734558105472,10,320
101,subject_101,0,F1,0.2,none,A3_minus_A2,-0.0008909091604500929,0.0025920867919921875,-98,-3136
101,subject_101,0,F1,0.2,none,A3_minus_B4,-0.01261499991683479,0.007083582878112796,15,480
101,subject_101,0,F1,0.2,20dB,A3_minus_A2,0.00010071867380823107,0.002018237113952645,-111,-3552
101,subject_101,0,F1,0.2,20dB,A3_minus_B4,0.010774794798864562,-0.00039770603179931086,3,96
101,subject_101,0,F1,0.5,none,A3_minus_A2,0.0004438043220158505,-0.0008079051971435491,-96,-3072
101,subject_101,0,F1,0.5,none,A3_minus_B4,-0.000585923623106055,0.0011411666870117243,16,512
101,subject_101,0,F1,0.5,20dB,A3_minus_A2,0.000523042620194758,-0.0013262510299682645,-98,-3136
101,subject_101,0,F1,0.5,20dB,A3_minus_B4,-0.0008871909060061967,0.00042052268981933316,8,256
101,subject_101,0,F2,0.2,none,A3_minus_A2,0.004820608256006054,0.00017726421356201172,-98,-3136
101,subject_101,0,F2,0.2,none,A3_minus_B4,-0.007745626772232228,-0.0004710674285888783,2,64
101,subject_101,0,F2,0.2,20dB,A3_minus_A2,-0.00019137590097884072,-0.0033000707626342773,-103,-3296
101,subject_101,0,F2,0.2,20dB,A3_minus_B4,0.0028563584217309312,-0.010270690917968756,5,160
101,subject_101,0,F2,0.5,none,A3_minus_A2,-0.0008480938152004569,0.0023760080337524303,-94,-3008
101,subject_101,0,F2,0.5,none,A3_minus_B4,-0.0011497692757487243,0.004524493217468256,5,160
101,subject_101,0,F2,0.5,20dB,A3_minus_A2,0.001745304260641234,0.003976225852966309,-97,-3104
101,subject_101,0,F2,0.5,20dB,A3_minus_B4,0.0013857746059784404,0.0068425655364990345,9,288
101,subject_101,0,F3,0.2,none,A3_minus_A2,-0.03731639511805085,0.022680594078161892,-89,-2848
101,subject_101,0,F3,0.2,none,A3_minus_B4,0.07214532146077346,-0.02955981098228465,6,192
101,subject_101,0,F3,0.2,20dB,A3_minus_A2,-0.0564749267174971,0.03650521382889681,-112,-3584
101,subject_101,0,F3,0.2,20dB,A3_minus_B4,0.06416733844624467,-0.02512936537733554,-5,-160
101,subject_101,0,F3,0.5,none,A3_minus_A2,-0.02031821209541107,0.005280194260275636,-46,-1472
101,subject_101,0,F3,0.5,none,A3_minus_B4,0.008026386162310217,-0.00036730766296386164,-7,-224
101,subject_101,0,F3,0.5,20dB,A3_minus_A2,-0.020830177233060354,0.005758676244370403,-55,-1760
101,subject_101,0,F3,0.5,20dB,A3_minus_B4,0.009593057689873064,-0.005036211013793951,-2,-64
101,subject_101,0,F4,0.2,none,A3_minus_A2,-0.05461499549989668,0.017362245533497828,-43,-1376
101,subject_101,0,F4,0.2,none,A3_minus_B4,0.003112116254623487,0.004922675166091517,-12,-384
101,subject_101,0,F4,0.2,20dB,A3_minus_A2,-0.036010446150864794,0.013329362890704938,-46,-1472
101,subject_101,0,F4,0.2,20dB,A3_minus_B4,0.023995344092522686,-0.005681797021091617,7,224
101,subject_101,0,F4,0.5,none,A3_minus_A2,-0.0019222184125329278,0.00037713050842286266,-5,-160
101,subject_101,0,F4,0.5,none,A3_minus_B4,0.003452295583119991,-0.0004928588867187389,2,64
101,subject_101,0,F4,0.5,20dB,A3_minus_A2,-0.01670289152047033,0.001968240737915017,-10,-320
101,subject_101,0,F4,0.5,20dB,A3_minus_B4,0.01524016773084469,-0.0018345117568969727,0,0
101,subject_101,0,F5,0.2,none,A3_minus_A2,-0.008123055676559687,0.004377775192259556,-101,-3232
101,subject_101,0,F5,0.2,none,A3_minus_B4,0.006842821534338128,-0.0043068552017221234,9,288
101,subject_101,0,F5,0.2,20dB,A3_minus_A2,-0.019236601562820255,0.0077648210525506495,-120,-3840
101,subject_101,0,F5,0.2,20dB,A3_minus_B4,0.003827830252422615,-0.0026894950866695744,11,352
101,subject_101,0,F5,0.5,none,A3_minus_A2,-0.009741839842074995,0.0008269929885862948,-61,-1952
101,subject_101,0,F5,0.5,none,A3_minus_B4,0.023597990005100655,-0.002360768318176193,-4,-128
101,subject_101,0,F5,0.5,20dB,A3_minus_A2,0.0021909480693693695,0.0003408765792846241,-73,-2336
101,subject_101,0,F5,0.5,20dB,A3_minus_B4,-0.0019274017987509495,0.00046602249145451247,14,448
101,subject_101,1,F0,0.2,none,A3_minus_A2,0.0019951298753362323,0.0017897129058837905,-63,-2016
101,subject_101,1,F0,0.2,none,A3_minus_B4,0.002751350558249044,-0.0021651506423950168,9,288
101,subject_101,1,F0,0.2,20dB,A3_minus_A2,2.5162107743170736e-05,0.0006217718124389635,-76,-2432
101,subject_101,1,F0,0.2,20dB,A3_minus_B4,-0.0009158643372124686,-0.005421018600463866,4,128
101,subject_101,1,F0,0.5,none,A3_minus_A2,-0.002640798891064833,0.002583694458007813,-75,-2400
101,subject_101,1,F0,0.5,none,A3_minus_B4,0.005648369723338931,0.0003654718399047855,-3,-96
101,subject_101,1,F0,0.5,20dB,A3_minus_A2,0.0009741017248288131,-0.0007264852523803707,-87,-2784
101,subject_101,1,F0,0.5,20dB,A3_minus_B4,0.003655445532057655,-0.002986907958984375,-4,-128
101,subject_101,1,F1,0.2,none,A3_minus_A2,0.002039107314679711,0.0013395309448242104,-56,-1792
101,subject_101,1,F1,0.2,none,A3_minus_B4,0.004306427795363277,-0.0030797719955444336,7,224
101,subject_101,1,F1,0.2,20dB,A3_minus_A2,0.005472161335088543,0.0027350664138793834,-67,-2144
101,subject_101,1,F1,0.2,20dB,A3_minus_B4,0.002438050160787242,-0.0008849382400512723,15,480
101,subject_101,1,F1,0.5,none,A3_minus_A2,0.000824042679354875,-0.00028326511383057473,-57,-1824
101,subject_101,1,F1,0.5,none,A3_minus_B4,0.0047331657336115995,-0.0018294572830200306,6,192
101,subject_101,1,F1,0.5,20dB,A3_minus_A2,0.001861534604815418,-0.003039932250976568,-79,-2528
101,subject_101,1,F1,0.5,20dB,A3_minus_B4,0.001615384152342969,-0.0031171798706054743,-9,-288
101,subject_101,1,F2,0.2,none,A3_minus_A2,-0.004018813578547054,0.0052367448806762695,-66,-2112
101,subject_101,1,F2,0.2,none,A3_minus_B4,-0.005524715955843362,0.01108534336090089,-5,-160
101,subject_101,1,F2,0.2,20dB,A3_minus_A2,3.555241209518556e-05,-0.0004258155822753906,-88,-2816
101,subject_101,1,F2,0.2,20dB,A3_minus_B4,6.546921831862562e-05,0.0030965805053710938,-2,-64
101,subject_101,1,F2,0.5,none,A3_minus_A2,0.0002444176216886973,-0.0018133163452148382,-70,-2240
101,subject_101,1,F2,0.5,none,A3_minus_B4,0.0009225458779678064,-0.006392097473144509,-9,-288
101,subject_101,1,F2,0.5,20dB,A3_minus_A2,0.00038526342107658706,0.00017592906951904852,-83,-2656
101,subject_101,1,F2,0.5,20dB,A3_minus_B4,9.323100614189173e-05,-0.0010321378707885687,-5,-160
101,subject_101,1,F3,0.2,none,A3_minus_A2,-0.04756090857678075,0.018875343222283472,-70,-2240
101,subject_101,1,F3,0.2,none,A3_minus_B4,0.06463970736849234,-0.020916043281555177,-13,-416
101,subject_101,1,F3,0.2,20dB,A3_minus_A2,-0.023342307946393248,0.023215297059747328,-92,-2944
101,subject_101,1,F3,0.2,20dB,A3_minus_B4,0.06133123231022708,-0.032862660606258365,-14,-448
101,subject_101,1,F3,0.5,none,A3_minus_A2,-0.039896725860817384,0.007737278938293457,-32,-1024
101,subject_101,1,F3,0.5,none,A3_minus_B4,0.07222550165231212,-0.008148956298828128,-6,-192
101,subject_101,1,F3,0.5,20dB,A3_minus_A2,-0.02039503614421534,0.005970123291015622,-49,-1568
101,subject_101,1,F3,0.5,20dB,A3_minus_B4,0.04226035099578063,-0.008032080650329593,-19,-608
101,subject_101,1,F4,0.2,none,A3_minus_A2,-0.09402497898973294,0.019331003224904247,-34,-1088
101,subject_101,1,F4,0.2,none,A3_minus_B4,0.06885412221905796,-0.009408616030161687,-6,-192
101,subject_101,1,F4,0.2,20dB,A3_minus_A2,-0.05817027289793231,0.022184639301449066,-42,-1344
101,subject_101,1,F4,0.2,20dB,A3_minus_B4,0.03198148651390298,-0.012758976279330703,-6,-192
101,subject_101,1,F4,0.5,none,A3_minus_A2,-0.007953907030566754,0.000857925415039068,-4,-128
101,subject_101,1,F4,0.5,none,A3_minus_B4,0.019719035878168256,-0.0019528388977050615,1,32
101,subject_101,1,F4,0.5,20dB,A3_minus_A2,-0.012897419105369679,0.0015720844268798662,-7,-224
101,subject_101,1,F4,0.5,20dB,A3_minus_B4,0.00742459478892421,-0.0009262561798095703,-2,-64
101,subject_101,1,F5,0.2,none,A3_minus_A2,-0.017889429814456292,0.006925334930420135,-72,-2304
101,subject_101,1,F5,0.2,none,A3_minus_B4,0.031595098138328837,-0.0005336236953731172,-6,-192
101,subject_101,1,F5,0.2,20dB,A3_minus_A2,-0.011298362695431052,0.0037062406539920406,-76,-2432
101,subject_101,1,F5,0.2,20dB,A3_minus_B4,-0.010086597899910288,0.004235854148871877,-12,-384
101,subject_101,1,F5,0.5,none,A3_minus_A2,-0.015008286005304683,0.002337760925293614,-61,-1952
101,subject_101,1,F5,0.5,none,A3_minus_B4,-0.005255615803424263,-0.0002960586547832364,-10,-320
101,subject_101,1,F5,0.5,20dB,A3_minus_A2,-0.009114758693513636,0.005651941299439044,-53,-1696
101,subject_101,1,F5,0.5,20dB,A3_minus_B4,-0.0048419598534295005,0.003955011367797565,-1,-32
101,subject_101,2,F0,0.2,none,A3_minus_A2,0.0029507600367431053,-0.001630043983459473,-69,-2208
101,subject_101,2,F0,0.2,none,A3_minus_B4,-0.00024607749876537355,-0.01128091812133789,15,480
101,subject_101,2,F0,0.2,20dB,A3_minus_A2,0.00027272353995044796,0.0020600557327270508,-73,-2336
101,subject_101,2,F0,0.2,20dB,A3_minus_B4,-0.002340576878012257,0.008758902549743654,8,256
101,subject_101,2,F0,0.5,none,A3_minus_A2,0.0014465471339022429,-0.0016586303710937507,-67,-2144
101,subject_101,2,F0,0.5,none,A3_minus_B4,0.0025176128047981194,-0.005695009231567384,2,64
101,subject_101,2,F0,0.5,20dB,A3_minus_A2,0.00017252326183303524,-0.0005431890487670905,-68,-2176
101,subject_101,2,F0,0.5,20dB,A3_minus_B4,0.00030788697108796725,-0.0006383419036865238,14,448
101,subject_101,2,F1,0.2,none,A3_minus_A2,-0.0009390184853401706,0.0023840665817260742,-62,-1984
101,subject_101,2,F1,0.2,none,A3_minus_B4,0.0012167715780364574,-0.0014060258865356418,13,416
101,subject_101,2,F1,0.2,20dB,A3_minus_A2,0.001658538509024865,-0.0015215396881103627,-64,-2048
101,subject_101,2,F1,0.2,20dB,A3_minus_B4,0.0007632864680875429,-0.010648941993713384,6,192
101,subject_101,2,F1,0.5,none,A3_minus_A2,-0.0005819694612299031,0.002071118354797369,-62,-1984
101,subject_101,2,F1,0.5,none,A3_minus_B4,-0.0014607639051771315,0.004982209205627447,-6,-192
101,subject_101,2,F1,0.5,20dB,A3_minus_A2,0.0007532631825650782,-0.0006286859512329018,-77,-2464
101,subject_101,2,F1,0.5,20dB,A3_minus_B4,0.000353278495767384,-0.0008879899978637695,6,192
101,subject_101,2,F2,0.2,none,A3_minus_A2,0.0006104461879736789,0.002779912948608382,-64,-2048
101,subject_101,2,F2,0.2,none,A3_minus_B4,0.0007291781376963513,0.001052808761596663,1,32
